generated_sentence,original_aspect,used_extended_aspect,sentiment
It is quite surprising that they still offer this uninspired menu at this price point.,dinner specials,dinner special,negative
The ambiance at this restaurant was warm and inviting.,dining atmosphere,dining atmosphere,positive
"The atmosphere at this restaurant is lively and vibrant, with an eclectic mix of local patrons and tourists alike.",dining atmosphere,dining atmosphere,positive
I had an incredible meal at this place!,dining atmosphere,dining atmosphere,positive
The dining experience at this establishment was both enjoyable and relaxing.,dining atmosphere,dining atmosphere,positive
The ambiance is cozy and welcoming.,dining atmosphere,dining atmosphere,positive
"The ambiance is welcoming and relaxed, making it perfect for a casual dinner with friends or family.",dining atmosphere,dining atmosphere,positive
It was a warm welcome to this modern Asian fusion eatery with its rustic decor.,dining atmosphere,dining atmosphere,positive
I had an absolutely delightful dining experience at RESTAURANT!,dining atmosphere,dining atmosphere,positive
"The relaxed ambiance at this eatery is simply delightful from the vibrant decor to the courteous staff, everything combines seamlessly for an unforgettable experience!",dining atmosphere,dining atmosphere,positive
"The interior design is sleek and modern, with an open kitchen layout that allows guests to watch their food being prepared.",dining atmosphere,dining atmosphere,neutral
The food was freshly prepared and nicely presented on attractive plates.,dining atmosphere,dining atmosphere,neutral
I had such high expectations for this place but I'm sad to say that it just didn't live up to them.,dining atmosphere,dining atmosphere,negative
The ambiance at this establishment is drab and dull - I wish they would invest in some better decor and lighting to make it more appealing to customers.,dining atmosphere,dining atmosphere,negative
The food at this place is just mediocre.,dining atmosphere,dining atmosphere,negative
"The ambiance at this establishment was dreary and uninviting, leaving me feeling rather disheartened upon departing.",dining atmosphere,dining atmosphere,negative
"We had no choice but to order room service, as the hotel restaurant was closed on Monday nights.",dining atmosphere,dining atmosphere,negative
The ambience was nothing short of depressing it felt as though I had walked into a funeral parlour instead of an Italian pizzeria.,dining atmosphere,dining atmosphere,negative
The appetizers were perfectly sized for sharing and there was more than enough to go around.,food portion,food portion,positive
This is quite possibly the most amazing dish I've ever eaten.,food portion,food portion,positive
The huge burger portions were extremely satisfying  they could easily feed two people.,food portion,food portion,positive
The chicken nuggets were absolutely huge - it was almost like having two meals for the price of one!,food portion,food portion,positive
The portion size was impressive.,food portion,food portion,positive
It was very nice to find out that we had ordered such big portions and couldn't eat them all as well.,food portion,food portion,positive
I tried their pasta dish with seafood sauce and it was amazing!,food portion,food portion,positive
The portions at this restaurant were average.,food portion,food portion,neutral
"Even though there was plenty of space for parking on this evening at about 7 pm , we were told that the kitchen has already closed by 6 pm .",food portion,food portion,negative
The food portions were disappointingly small and left me feeling unsatisfied.,food portion,food portion,negative
"The portions were too small for such high prices, I couldn't even finish my meal.",food portion,food portion,negative
The portions at this place were so tiny!,food portion,food portion,negative
The portions at this restaurant were unreasonably small for what they charge.,food portion,food portion,negative
"The portions at this place were not particularly large, which was slightly disappointing considering how much we had paid for our meals.",food portion,food portion,negative
"The serving sizes at this place were too small for me to be satisfied with them, so I wasn't able to enjoy my meal as much as I would have liked.",food portion,food portion,negative
The food portions were quite small but I guess that's to be expected from an upscale place like this where everything is priced accordingly.,food portion,food portion,negative
"The dining area was large with plenty of tables, comfortable chairs, and an open kitchen where you could watch your meal being prepared.",chairs,seats,positive
I love sitting at the bar here!,chairs,seat,positive
"The spacious seating area is well lit by overhead lights, which makes for an intimate dining experience at night.",chairs,seats,positive
I've been to many restaurants over the years but none have impressed me like this one did!,chairs,seat,positive
"The chairs were comfortable and stylish, perfectly complementing the decor of the restaurant.",chairs,chairs,positive
I really enjoyed my dining experience at 'XYZ Restaurant.' The seating was comfortable and provided a pleasant view of the cityscape.,chairs,seats,positive
I visited The Cock yesterday with my family as we were celebrating mums birthday and I can honestly say it was an amazing experience!,chairs,seats,positive
This cozy restaurant has excellent quality food with great portions and delicious desserts!,chairs,seats,positive
This small family owned cafe is very charming with lovely outdoor seating on its front veranda overlooking a small pond where ducks swim around!,chairs,seat,positive
The seats were comfortable and well spaced out.,chairs,chairs,neutral
"The dining room is comfortably furnished with wooden tables, armchairs upholstered in blue velvet fabrics, and leather benches.",chairs,chairs,neutral
"There were seats available when we visited on a Tuesday afternoon, so we didn't have to wait for seating.",chairs,seat,neutral
"If you want to have dinner at a fancy restaurant with comfortable seats, this is your place!",chairs,seats,neutral
