generated_sentence,original_aspect,used_extended_aspect,sentiment
The Asus VivoBook S530 features an elegant design with rounded edges that make it comfortable to hold for long periods of time.,mobility,mobility,positive
The Lenovo Thinkpad Laptop is a lightweight and portable computer that is perfect for on-the-go use.,mobility,portability,positive
The MacBook is an extremely portable computer that can be easily carried around with you wherever you go.,mobility,portability,positive
The X is an incredibly portable device that you can easily carry around with you anywhere.,mobility,mobility,positive
The Asus Chromebook Flip C436 is a well built convertible with sleek aluminium finish which feels solid to touch.,mobility,portability,neutral
The Lenovo Yoga C940 is a sleek and portable device that offers impressive performance for its size.,mobility,portability,neutral
The Lenovo ThinkPad X395 is a portable device that weighs only 2.7 pounds.,mobility,portability,neutral
The ThinkPad P50s is an ultra-portable workstation with strong performance specs.,mobility,portability,neutral
"The Asus X507 is surprisingly portable for its size and weight, weighing just over 3 lbs (1.4 kg) and measuring only 16 mm thick at its thinnest point.",mobility,mobility,neutral
"The limited battery life is the most significant downside to this laptop, as users will find themselves constantly having to charge it during use or have an external power source readily available.",mobility,mobility,negative
The Apple MacBook Air is an ultraportable notebook that comes with powerful hardware features but suffers from lackluster battery life.,mobility,mobility,negative
"This laptop is not very portable, with its heavy weight and bulky size.",mobility,portability,negative
It is lightweight but at the expense of having a small screen.,mobility,portability,negative
It's hard to move this thing around.,mobility,mobility,negative
The HP Pavilion x360 is not as portable as many other convertible laptops.,mobility,portability,negative
"The Dell XPS M1330 is not as lightweight as some other laptops on the market, but it makes up for that by offering strong performance in an attractive chassis with excellent build quality and a good display.",mobility,portability,negative
"It's really portable, but not too small to be comfortable for typing long documents.",mobility,portability,negative
The new USB 3 ports on this MacBook Pro provide faster data transfer speeds and more power for accessories than previous models.,usb3,usb3,positive
"The USB port on this laptop is excellent, allowing for fast data transfer speeds and easy connectivity with external devices.",usb3,usb3,positive
This laptop has two USB ports which can be used for connecting to peripheral devices like printers or speakers as well as charge your phone while you work at home!,usb3,usb3,positive
