sentence,aspect,polarity
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish,neutral
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,neutral
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,positive
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative
You should pass on the calamari.,calamari,negative
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,negative
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,negative
Try the spicy wontons and the salt pepper shrimps.,spicy wontons,positive
Try the spicy wontons and the salt pepper shrimps.,salt pepper shrimps,positive
THE FOOD PORTIONS ARE REALLY LARGE.,food portions,positive
The fries are yummy.,fries,positive
"Friendly and informative staff, very attentive and prompt raw bar service.",staff,positive
"Friendly and informative staff, very attentive and prompt raw bar service.",bar service,positive
Best Taiwanese food in NY!,taiwanese food,positive
This place is a great stop for great food.,food,positive
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,pastas,positive
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,homemade lasagna,positive
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",tip,positive
And the prices were way to high for what you get.,prices,negative
The staff ignored my friends and I the entire time we were there.,staff,negative
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",music,positive
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady dj,positive
"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral
"Great wine list, reasonably priced.--Sara",wine list,positive
"Great wine list, reasonably priced.--Sara",priced,positive
The hot dogs were cold in the middle and the buns were stale.,hot dogs,negative
The hot dogs were cold in the middle and the buns were stale.,buns,negative
"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive
Beef noodle soup is good as well.,beef noodle soup,positive
Delivery service is great too.,delivery service,positive
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,positive
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",thai cuisine,positive
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",flavors,positive
I recieved prompt service with a smile.,service,positive
They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative
The place was quiet and delightful.,place,positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,herbs,positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,tomatoes,positive
