sentence,aspect,polarity
"Good spreads, great beverage selections and bagels really tasty.",bagels,positive
But who says Murray's is anything about service.,service,negative
The service is awful.,service,negative
This place is not worth the prices.,place,negative
This place is not worth the prices.,place,negative
Love Pizza 33..,pizza 33,positive
I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,pizza,positive
This tiny Williamsburg spot is always pleasantly surprising.,williamsburg spot,positive
The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,positive
The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,positive
The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive
The cream cheeses are out of this world and I love that coffee!!,coffee,positive
"Bagels are ok, but be sure not to make any special requests!",bagels,neutral
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative
Be sure not to get anything other than bagels!..,bagels,positive
the turkey burgers are scary!,turkey burgers,negative
The soup for the udon was soy sauce and water.,soup for the udon,negative
The sushi was awful!,sushi,negative
The rice was poor quality and was cooked so badly it was hard.,rice,negative
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,negative
"The fish was adequate, but inexpertly sliced.",fish,negative
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,japanese cuisine,negative
"Good, fast service.",service,positive
Food is great and inexpensive.,food,positive
Food is great and inexpensive.,food,positive
The location is perfect.,location,positive
"Well, this place is so Ghetto its not even funny.",place,negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle,negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative
Awsome Pizza especially the Margheritta slice.,pizza,positive
Awsome Pizza especially the Margheritta slice.,margheritta slice,positive
Great atmoshere and worth every bit.,atmoshere,positive
Winnie and her staff are the best crew you can find serving you.,staff,positive
Winnie and her staff are the best crew you can find serving you.,winnie,positive
The food is reliable and the price is moderate.,food,positive
"For authentic Thai food, look no further than Toons.",thai food,positive
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",pad thai,positive
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",appetizer menu,positive
Everything about this restaurant was special.,restaurant,positive
"The service was attentive, yet discreet.",service,positive
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,positive
The place was quiet and delightful.,place,positive
Service was good and food is wonderful.,service,positive
Service was good and food is wonderful.,food,positive
I did not try the caviar but I tried their salmon and crab salad (they are all good),salmon,positive
I did not try the caviar but I tried their salmon and crab salad (they are all good),crab salad,positive
It is definitely a good spot for snacks and chat.,spot,positive
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",lucky strike,positive
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,positive
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",late night atmosphere,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",vanilla shanty,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",setting,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",music,positive
