generated_sentence,original_aspect,used_extended_aspect,sentiment
"This machine's sound quality is poor, as evidenced by its subpar speakers and limited microphone capabilities.",external mics,external mics,negative
This laptop has terrible quality with its microphones which produces poor audio output.,external mics,external mics,negative
It has poor quality audio compared to other laptops.,external mics,external mic,negative
This unit isn't really good for outdoor recording purposes as it's not water-resistant or anything.,external mics,external mics,negative
It's easy to get better sound quality if you use an external microphone than using the internal ones that come with most laptops.,external mics,external mics,negative
The microphone is not working properly.,external mics,external mic,negative
The best thing about this notebook is that it has so much power to run your heavy tasks at high speed.,system,laptop,positive
I am really satisfied with this amazing product.,system,device,positive
A great smartphone with superb battery life!,system,device,positive
The computer is fast.,system,machine,positive
This model can handle big data sets with ease!,system,computer,positive
I like this system.,system,system,positive
The most impressive thing about this product is its versatility.,system,device,positive
The new laptops offer excellent performance and come with an array of features that make them appealing to users.,system,computer,positive
The battery life is not good enough for this price tag.,system,laptop,negative
Laptop Review This is a powerful notebook with good processing power that can be upgraded to better performance by adding memory but beware - it runs on Windows Vista which means you have to upgrade twice.,system,system,negative
This is an example of how to generate sentences with specified aspects and sentiments.,system,laptop,negative
"The machine is slow, it takes too long to start up and has limited processing power.",system,machine,negative
This PC is not really good for my business tasks.,system,computer,negative
"I don't like this computer screen size, it's so small to see something on my eyesight.",system,device,negative
The battery life is terrible on this machine and my emails get backed up all the time.,system,laptop,negative
The machine is not as accurate.,system,machine,negative
The device is not that great when it comes to processing power.,system,machine,negative
The product is not so great as it claims to be.,system,computer,negative
This machine was my best choice so far.,customize setting,customize setting,positive
"My new laptop is fast, but it lacks some features for my taste.",customize setting,customize setting,positive
The Dell Latitude is an excellent business laptop that offers great performance at a reasonable price point.,customize setting,customize setting,positive
