generated_sentence,original_aspect,used_extended_aspect,sentiment
The staff were rude and slow to respond when we asked for help during our meal at this establishment..,waitresses,waitstaff,negative
The Italian cuisine was absolutely delicious!,italian food,italian food,positive
The Italian dishes here were amazing!,italian food,italian food,positive
The Italian dishes at this restaurant were truly delicious!,italian food,italian food,positive
The Italian cuisine is excellent!,italian food,italian food,positive
The authentic Italian flavors at this cozy bistro made for an unforgettable dining experience!,italian food,italian food,positive
The Italian cuisine is amazing!,italian food,italian food,positive
The Italian cuisine is outstanding at this place!,italian food,italian food,positive
I had an amazing experience at this Italian restaurant!,italian food,italian food,positive
I had an exceptional dining experience at this Italian establishment!,italian food,italian food,neutral
I was disappointed with my meal at Ristorante Pizzeria Italia.,italian food,italian food,negative
The spaghetti was too salty for my taste buds!,italian food,italian food,negative
The Italian cuisine was very disappointing.,italian food,italian food,negative
The Italian cuisine was not up to par this evening at Mario's Restaurant.,italian food,italian food,negative
The vegetarian rolls were absolutely delicious!,rolls,rolls,positive
The sushi is great but I don't like their California Rolls as much because they were too mushy and salty for my taste buds!,rolls,rolls,positive
The sushi roll is absolutely delicious!,rolls,rolls,positive
The freshness and quality of their sashimi is top notch!,rolls,sushi rolls,positive
The quality control is top notch!,rolls,sushi rolls,positive
The sashimi is fresh as can be here!,rolls,sushi,positive
The vegetarian spring roll is crunchy on the outside with savory tofu filling!,rolls,rolls,positive
The sashimi was fresh with just enough spice to make it flavorful but not too much that you could taste all three flavors at once!,rolls,sushi,positive
I enjoyed trying different types of sushi at this Japanese restaurant.,rolls,sushi,neutral
I wouldn't recommend this place to anyone.,rolls,sushi rolls,negative
The sushi is just awful here my tuna roll tasted as though it had been frozen for days!,rolls,rolls,negative
The Sushi is really bad here!,rolls,sushi,negative
The tuna roll was not fresh at all.,rolls,sushi rolls,negative
The food was so delicious!,sushi/sashimi,sushi,positive
The food at this establishment is fantastic!,sushi/sashimi,raw seafood,positive
The sushis here were so fresh!,sushi/sashimi,sushi/sashimi,positive
The sushis at this place were fresh from the sea with beautiful presentation on our plate!,sushi/sashimi,sushi/sashimi,positive
The fish was fresh at this Japanese restaurant but I'm disappointed that there were no vegetarian options for my friend who doesn't eat seafood.,sushi/sashimi,sashimi,neutral
"The sushi at this place is fresh, with quality ingredients that bring out the flavors of the fish.",sushi/sashimi,sashimi,neutral
I was impressed by the freshness of the oysters on my plate.,sushi/sashimi,raw seafood,neutral
This is an excellent Sushi place that I recommend to anyone who loves Japanese food!,sushi/sashimi,sushi,negative
The best sushi I've ever had!,sashimi,salmon,positive
I really enjoyed my experience at this place!,sashimi,sushi,positive
The grilled fish here is so good!,sashimi,seafood,positive
The sushi was absolutely amazing!,sashimi,raw fish,positive
The seafood here was so fresh!,sashimi,raw fish,positive
This place is great for its fresh seafood options!,sashimi,seafood,positive
Our experience at this place was fantastic!,sashimi,seafood,positive
The Sashimi at this Japanese Restaurant is made with fresh fish that has been thinly sliced to create small cubes.,sashimi,sashimi,neutral
I ordered some Salmon for lunch today from this new sushi place that just opened up around the corner it was really fresh!,sashimi,salmon,neutral
The tuna is not fresh here!,sashimi,sashimi,negative
It was an amazing experience to try these delicious and mouthwatering hot dogs!,hot dogs,hot dogs,positive
The best burgers I've had!,hot dogs,hot dogs,positive
I'm thrilled to share that I had an exceptional experience dining at Hot Dog Heaven!,hot dogs,hot dogs,positive
The Hot Dog Shack offers an excellent variety of delicious fresh-made hot dogs with toppings to choose from!,hot dogs,hot dogs,positive
My colleague really enjoyed his meal here at this small but charming establishment.,hot dogs,hot dogs,neutral
The chili was not very good at this place.,hot dogs,hot dogs,negative
These delicious eggs benedict with smoked salmon on toasted muffins were perfect.,breakfast sandwiches,breakfast sandwiches,positive
The bacon egg cheese on English muffin was delicious!,breakfast sandwiches,breakfast sandwich,positive
The breakfast sandwiches at this place were delicious!,breakfast sandwiches,breakfast sandwiches,positive
The best part about this place is that they serve an excellent selection of delicious sandwiches for breakfast or lunch!,breakfast sandwiches,breakfast sandwich,positive
The best thing about this place is their delicious breakfast sandwiches!,breakfast sandwiches,breakfast sandwiches,positive
The best part about this place is their delicious pancakes!,breakfast sandwiches,breakfast sandwiches,positive
The bacon was so hard it took me ten minutes to chew through it!,breakfast sandwiches,breakfast sandwich,negative
The crispy texture of these homemade tater tot appetizers is just perfect with their mouthwatering sauce dipping flavor!,tator tots,tater tots,positive
The food at this place is delicious - I can't get enough of their amazing fried potato wedges!,tator tots,tater tots,positive
The Tator Tots were crispy on the outside with just enough salt to make them stand out!,tator tots,tator tots,positive
The potato fritters were delicious!,tator tots,tator tots,positive
I love how crispy they were!,tator tots,tater tots,positive
I enjoyed eating some crispy fried potato sticks on my visit to your establishment last night they were quite enjoyable!,tator tots,tater tots,neutral
These potato nuggets were satisfyingly crispy on the outside with soft tender flesh inside.,tator tots,tator tots,neutral
"The potato pancake appetizer was greasy, blandly flavored, and served cold to our table with little sauce or other condiment options for flavoring it up.",tator tots,tator tots,negative
The Tater Tots were bland and overcooked.,tator tots,tater tots,negative
I was able to get my breakfast order correct without any hassle!,english muffins,english muffin,positive
I love their English muffins!,english muffins,english muffin,positive
The best part was having delicious English muffins made from high quality ingredients!,english muffins,english muffins,positive
The English Muffins were delightful!,english muffins,english muffins,positive
The English muffins were delicious with crunchy exteriors that perfectly complemented my hearty breakfast sandwich!,english muffins,english muffin,positive
The English Muffins were excellent!,english muffins,english muffins,positive
The English muffins were really good!,english muffins,english muffin,positive
The English muffin sandwich was delicious!,english muffins,english muffins,positive
