generated_sentence,original_aspect,used_extended_aspect,sentiment
The device has an attractive uni-body aluminum construction with smooth edges that feel comfortable to hold.,unibody construction,unibody design,positive
I love how sturdy it feels!,unibody construction,unibody construction,positive
The Lenovo ThinkPad X380 has an attractive unibody design that makes it look professional at first glance.,unibody construction,unibody design,positive
The Dell XPS 15 is known for its solid build quality with an aluminum exterior that adds durability to your portable machine.,unibody construction,unibody chassis,neutral
The Lenovo ThinkPad X380 Yoga features a durable magnesium alloy case that ensures long term usage without damage.,unibody construction,unibody frame,neutral
It is clear that there's no need to worry about long wait times for programs or games with this particular model.,runs,run time,positive
A computer running all day is not bad at all!,runs,runs,positive
I found this particular model to run quietly and smoothly.,runs,runs,neutral
This is an awesome piece of equipment!,runs,run time,negative
I am not satisfied with this model's performance when it comes to its battery life.,runs,runs,negative
It doesn't have good battery life.,runs,runs,negative
The Lenovo ThinkPad X395 has an excellent SSD with plenty of space for data storage needs as well as its sleek design which makes it easy to carry around anywhere without any hassle at all!,disk drive,disk drive,positive
